crs,codigo_municipio,nome_municipio,doses_destinadas,doses_aplicadas,primeira_dose,segunda_dose,dose_unica,nao_residentes,populacao_geral,pelo_menos_uma_dose,esquema_vacinal_completo
13,431680,Santa Cruz do Sul,150726,134084,88053,42366,3665,11249,130416,91679,45676
13,432067,Sinimbu,11650,9932,6336,3365,231,1080,10172,6089,3354
13,432252,Vale Verde,4126,3637,2381,1167,89,314,3497,2460,1209
13,432253,Vale do Sol,12557,10753,7234,3225,294,739,11781,7345,3445
13,432260,Venâncio Aires,78458,75464,47518,25773,2173,5049,71554,48653,27132
13,432270,Vera Cruz,29136,26179,17906,7554,719,2342,26863,18400,8475
14,430030,Alecrim,8163,7678,4940,2603,135,758,5950,5121,2751
14,430045,Alegria,4701,4150,2728,1341,81,336,3464,2986,1489
14,430220,Boa Vista do Buricá,8055,8032,5029,2822,181,814,6712,5183,2938
14,430370,Campina das Missões,7690,6607,4052,2416,139,473,5474,4447,2673
14,430430,Cândido Godói,8258,6764,4390,2235,139,387,6198,4737,2491
14,430673,Doutor Maurício Cardoso,6318,5395,3463,1826,106,465,4549,3564,1941
14,430900,Giruá,18312,16876,10696,5784,396,1858,16004,11055,6122
14,430960,Horizontina,23596,18960,13161,5317,482,1561,19329,13910,5958
14,431040,Independência,7268,6931,4555,2238,138,1078,6167,4464,2264
14,431301,Nova Candelária,3754,3116,2080,941,95,277,2698,2099,1021
14,431342,Novo Machado,4387,3819,2466,1266,87,106,3323,2544,1368
14,431500,Porto Lucena,6499,6156,3633,2407,116,583,4678,3728,2481
14,431505,Porto Mauá,3352,2982,1840,1098,44,348,2374,1827,1116
14,431507,Porto Vera Cruz,2046,2054,1368,655,31,207,1360,1450,723
14,431720,Santa Rosa,83991,80631,51406,26965,2260,10589,73254,50747,27434
14,431790,Santo Cristo,18531,15863,10451,5027,385,920,14257,11513,5745
14,431849,São José do Inhacorá,2882,2969,1812,1099,58,42,2073,2116,1260
14,431930,São Paulo das Missões,6985,6936,4296,2495,145,546,5790,4451,2641
14,432032,Senador Salgado Filho,3114,3167,1939,1159,69,279,2779,2052,1225
14,432180,Três de Maio,30451,26257,17484,8157,616,3270,23906,17483,8596
14,432210,Tucunduva,7150,6261,4009,2122,130,169,5678,4726,2508
14,432230,Tuparendi,10501,10663,6505,3961,197,821,7893,6906,4230
15,430195,Barra Funda,3218,3052,1860,1127,65,510,2539,1918,1139
15,430215,Boa Vista das Missões,2343,2135,1404,680,51,163,2098,1709,820
15,430260,Braga,3799,3419,2296,1038,85,185,3353,2607,1222
15,430515,Cerro Grande,3067,2643,1727,856,60,150,2311,1927,967
15,430530,Chapada,12156,9998,6713,3040,245,438,9269,7250,3426
15,430580,Constantina,12416,11073,7434,3404,235,1790,9911,6971,3401
15,430590,Coronel Bicaco,7984,5934,4104,1656,174,509,7325,4520,1904
15,430642,Dois Irmãos das Missões,2482,2070,1379,644,47,194,2026,1443,690
15,430692,Engenho Velho,1958,1844,1041,778,25,225,1034,1172,850
15,430912,Gramado dos Loureiros,3199,2916,1806,1055,55,517,2082,1701,1032
15,431085,Jaboticaba,4524,4228,2640,1487,101,393,3810,2804,1583
15,431142,Lajeado do Bugre,2950,2416,1537,814,65,331,2564,1599,882
15,431230,Miraguaí,5488,4624,3083,1430,111,505,4925,3195,1605
15,431295,Nova Boa Vista,2453,2554,1598,911,45,132,1775,1826,1002
15,431346,Novo Xingu,2156,2189,1286,852,51,175,1719,1406,885
15,431349,Novo Barreiro,4989,4787,3014,1663,110,407,4164,3180,1776
15,431370,Palmeira das Missões,39768,36769,23046,12823,900,3375,33303,23948,13547
15,431540,Redentora,12422,9576,5770,3585,221,1438,11549,5490,3382
15,431610,Ronda Alta,12241,11098,6813,4050,235,846,10601,7277,4313
15,431620,Rondinha,6620,6530,3936,2463,131,383,5130,4271,2621
15,431642,Sagrada Família,3010,2868,1736,1067,65,187,2609,1898,1153
15,431845,São José das Missões,3089,2859,1799,1006,54,311,2537,1832,1021
15,431936,São Pedro das Missões,2411,2330,1376,899,55,218,2009,1418,947
15,432010,Sarandi,25674,21044,14483,5873,688,2534,24489,14724,6653
15,432185,Três Palmeiras,5545,5125,3247,1772,106,589,4271,3254,1801
15,432195,Trindade do Sul,7073,6496,4320,2025,151,391,5802,4686,2274
16,430070,Anta Gorda,7282,6332,4263,1935,134,376,5981,4386,2079
16,430100,Arroio do Meio,23531,23042,14723,7730,589,1873,20805,15418,8192
16,430240,Bom Retiro do Sul,13155,12164,8010,3839,315,1006,12328,8601,4326
16,430245,Boqueirão do Leão,7428,6626,4504,1921,201,376,7714,4899,2197
16,430461,Canudos do Vale,2160,2101,1365,691,45,126,1716,1419,722
16,430469,Capitão,3495,3072,1918,1084,70,271,2757,1978,1138
16,430558,Colinas,3332,2706,1679,967,60,143,2438,1857,1069
16,430583,Coqueiro Baixo,2090,1968,1158,770,40,83,1501,1241,808
16,430620,Cruzeiro do Sul,14712,11493,7934,3230,329,821,12348,8438,3695
16,430645,Dois Lajeados,4226,4067,2510,1472,85,352,3400,2579,1539
16,430675,Doutor Ricardo,2584,2414,1503,857,54,121,1983,1669,945
16,430680,Encantado,25209,22322,15366,6438,518,2150,22706,15694,6965
16,430780,Estrela,36713,32361,21356,10044,961,3504,34116,22387,10971
16,430807,Fazenda Vilanova,4513,3984,2700,1176,108,461,4533,2884,1288
16,430843,Forquetinha,3306,2830,1802,958,70,347,2412,1758,959
16,431030,Ilópolis,5166,4803,3122,1596,85,748,4078,2823,1489
16,431036,Imigrante,3755,3457,2250,1133,74,258,3120,2341,1214
16,431140,Lajeado,92701,69371,47151,19877,2343,8609,84014,49513,22424
16,431205,Marques de Souza,5378,4792,3009,1684,99,735,4009,2836,1636
16,431260,Muçum,5933,5611,3424,2047,140,341,4954,3963,2304
16,431300,Nova Bréscia,4120,4109,2460,1574,75,207,3330,2729,1717
16,431415,Paverama,8862,7406,5042,2174,190,593,8487,5340,2399
16,431475,Poço das Antas,2755,2464,1524,885,55,125,2098,1679,947
16,431513,Pouso Novo,2317,2129,1329,752,48,104,1639,1495,840
16,431515,Progresso,6909,6510,4184,2171,155,230,6244,4562,2377
16,431520,Putinga,4807,4807,2963,1757,87,145,3919,3336,1941
16,431545,Relvado,2663,2566,1527,999,40,178,2090,1594,1032
16,431580,Roca Sales,12479,11543,7302,3945,296,710,11393,7808,4298
16,431675,Santa Clara do Sul,7348,7155,4568,2402,185,249,6603,5092,2673
16,431846,São José do Herval,2230,2193,1357,786,50,185,1971,1500,853
16,431971,São Valentim do Sul,3003,2809,1744,1011,54,149,2242,1933,1108
16,432045,Sério,2728,2487,1547,880,60,117,1962,1679,947
16,432130,Taquari,29559,27467,16968,9867,632,3035,26862,16889,10057
16,432145,Teutônia,34458,30564,20951,8798,815,2410,33232,21941,9650
16,432162,Travesseiro,2997,2825,1723,1047,55,165,2336,1845,1132
16,432285,Vespasiano Correa,2430,2372,1483,845,44,307,1815,1365,797
16,432377,Westfalia,3475,3435,2182,1173,80,201,3014,2284,1253
17,430020,Ajuricaba,8376,7516,4662,2653,201,549,7024,5003,2882
17,430150,Augusto Pestana,8459,8493,5230,3090,173,1343,6661,4968,2936
17,430258,Bozano,2729,2667,1590,1012,65,274,2123,1774,1085
17,430400,Campo Novo,5317,4796,3351,1345,100,737,4484,3274,1383
17,430500,Catuípe,10554,10118,6208,3705,205,694,8774,6718,4018
17,430540,Chiapetta,4409,4255,2739,1423,93,612,3756,2645,1435
17,430570,Condor,6981,6520,4395,1932,193,419,6753,4841,2211
17,430587,Coronel Barros,3231,3240,2009,1158,73,482,2519,2007,1245
17,430600,Crissiumal,16164,14684,9618,4763,303,1410,13448,9501,4858
17,430970,Humaitá,5818,4981,3257,1598,126,293,4762,3545,1804
17,431020,Ijuí,98383,90417,58227,29577,2613,6530,83475,61646,32749
17,431041,Inhacorá,2673,2202,1417,740,45,335,2226,1372,746
17,431115,Jóia,9958,7635,5184,2252,199,869,8560,5589,2584
17,431333,Nova Ramada,2806,2637,1695,882,60,262,2242,1760,936
17,431390,Panambi,43536,37117,25858,10146,1113,2848,43667,26988,11478
17,431430,Pejuçara,4567,4471,2795,1576,100,671,3874,2663,1562
17,431780,Santo Augusto,16019,14708,9616,4692,400,1540,13885,9892,5041
17,431910,São Martinho,6819,6809,4059,2608,142,219,5426,4464,2892
17,431973,São Valério do Sul,3733,3238,1806,1367,65,445,2727,1692,1287
17,432023,Sede Nova,3222,3014,1964,975,75,188,2907,2125,1062
18,430105,Arroio do Sal,13609,12414,8156,3981,277,1944,10065,9090,4817
18,430163,Balneário Pinhal,17024,15218,10314,4561,343,4289,14068,9745,4906
18,430463,Capão da Canoa,62209,56405,38162,16765,1478,12821,53049,37421,17727
18,430467,Capivari do Sul,5229,4648,3011,1522,115,530,4660,3415,1713
18,430471,Caraá,9602,8609,5410,3014,185,2405,8270,4621,2575
18,430545,Cidreira,24191,19277,12307,6311,659,6905,16254,10360,5712
18,430655,Dom Pedro de Alcântara,3414,3012,2062,890,60,499,2534,1989,938
18,431033,Imbé,29732,26077,16839,8604,634,7046,22800,17809,9484
18,431065,Itati,3397,3440,2204,1147,89,559,2419,2274,1252
18,431173,Mampituba,3654,3177,2081,1023,73,470,2981,1964,973
18,431177,Maquiné,9007,8422,5225,2986,211,1596,6714,5266,2981
18,431244,Morrinhos do Sul,3793,3896,2521,1270,105,369,2949,2575,1363
18,431250,Mostardas,14978,13612,8674,4655,283,2147,12804,8746,4673
18,431350,Osório,55933,52059,33360,17506,1193,11907,45994,31548,16278
18,431365,Palmares do Sul,14699,14415,9452,4700,263,2105,11318,10229,5304
18,431760,Santo Antônio da Patrulha,51938,45504,29223,15064,1217,6971,42894,28192,15234
18,432135,Tavares,7313,5796,3812,1869,115,1000,5481,3609,1841
18,432143,Terra de Areia,12211,11818,7519,4043,256,2605,11204,7146,3870
18,432150,Torres,53335,49765,31840,16270,1655,13571,38732,26525,14311
18,432160,Tramandaí,64610,55105,37261,16758,1086,16235,51715,33141,16201
18,432166,Três Cachoeiras,12437,11444,7672,3511,261,1076,11053,7917,3727
18,432183,Três Forquilhas,3654,3477,2109,1289,79,688,2697,1948,1229
18,432380,Xangri-lá,17156,15875,10926,4540,409,3647,16408,12026,5398
